Accident_ID,Accident_Date,Year,Month,Day_of_Week,Time_of_Day,Province,District,Road_Type,Vehicle_Type,Weather,Cause_of_Accident,Severity,Deaths,Injuries,Vehicles_Involved
404,06/07/2023,2023,June,Wednesday,Night,Karnali,Jajarkot,Rural Road,Motorcycle,Clear,Careless Driving,Fatal,4,1,4
405,02/05/2022,2022,February,Saturday,Evening,Bagmati,Kathmandu,Highway,Motorcycle,Clear,Over-speeding,Minor,0,1,1
406,07/20/2021,2021,July,Tuesday,Early Morning,Karnali,Surkhet,Rural Road,Truck,Rainy,Careless Driving,Minor,0,0,4
407,05/10/2023,2023,May,Wednesday,Afternoon,Madhesh,Dhanusha,Highway,Truck,Foggy,Over-speeding,Fatal,2,4,2
408,02/01/2020,2020,February,Saturday,Afternoon,Bagmati,Bhaktapur,Rural Road,Motorcycle,Rainy,Careless Driving,Serious,0,4,1
409,09/22/2020,2020,September,Tuesday,Early Morning,Bagmati,Bhaktapur,Rural Road,Car,Rainy,Careless Driving,Minor,0,1,1
410,07/13/2020,2020,July,Monday,Morning,Koshi,Sunsari,Rural Road,Car,Rainy,Drunk Driving,Serious,0,4,4
411,06/12/2021,2021,June,Saturday,Afternoon,Bagmati,Bhaktapur,Urban Road,Car,Rainy,Careless Driving,Minor,0,1,1
412,05/21/2024,2024,May,Tuesday,Early Morning,Gandaki,Syangja,Rural Road,Motorcycle,Clear,Careless Driving,Minor,0,0,1
413,09/11/2021,2021,September,Saturday,Early Morning,Madhesh,Bara,Rural Road,Car,Clear,Over-speeding,Minor,0,0,3
414,09/29/2024,2024,September,Sunday,Afternoon,Gandaki,Syangja,Highway,Car,Clear,Drunk Driving,Minor,0,2,2
415,01/26/2023,2023,January,Thursday,Afternoon,Gandaki,Syangja,Highway,Motorcycle,Clear,Over-speeding,Minor,0,0,3
416,02/28/2020,2020,February,Friday,Evening,Karnali,Surkhet,Highway,Bus,Rainy,Over-speeding,Fatal,6,3,3
417,11/16/2022,2022,November,Wednesday,Evening,Madhesh,Parsa,Highway,Motorcycle,Clear,Over-speeding,Serious,0,5,2
418,11/30/2024,2024,November,Saturday,Night,Madhesh,Bara,Highway,Bus,Clear,Over-speeding,Serious,0,4,1
419,07/27/2021,2021,July,Tuesday,Afternoon,Karnali,Dailekh,Urban Road,Motorcycle,Clear,Poor Road Condition,Fatal,6,3,1
420,10/20/2023,2023,October,Friday,Night,Bagmati,Chitwan,Highway,Car,Rainy,Over-speeding,Minor,0,2,4
421,01/20/2022,2022,January,Thursday,Evening,Sudurpashchim,Dadeldhura,Highway,Truck,Rainy,Careless Driving,Minor,0,2,1
422,05/24/2023,2023,May,Wednesday,Morning,Madhesh,Parsa,Highway,Car,Clear,Careless Driving,Fatal,6,2,3
423,08/24/2022,2022,August,Wednesday,Evening,Gandaki,Syangja,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,0,2
424,07/06/2024,2024,July,Saturday,Early Morning,Madhesh,Bara,Urban Road,Car,Clear,Poor Road Condition,Minor,0,1,2
425,06/13/2024,2024,June,Thursday,Afternoon,Bagmati,Chitwan,Urban Road,Motorcycle,Clear,Drunk Driving,Minor,0,0,1
426,09/08/2020,2020,September,Tuesday,Morning,Koshi,Sunsari,Urban Road,Motorcycle,Rainy,Over-speeding,Minor,0,0,1
427,07/23/2021,2021,July,Friday,Afternoon,Madhesh,Parsa,Urban Road,Motorcycle,Clear,Drunk Driving,Minor,0,2,3
428,08/11/2023,2023,August,Friday,Morning,Madhesh,Bara,Highway,Motorcycle,Clear,Over-speeding,Minor,0,1,2
429,07/24/2020,2020,July,Friday,Morning,Sudurpashchim,Kanchanpur,Highway,Motorcycle,Clear,Over-speeding,Minor,0,0,4
430,01/16/2024,2024,January,Tuesday,Early Morning,Bagmati,Lalitpur,Highway,Motorcycle,Foggy,Mechanical Failure,Serious,0,5,4
431,04/16/2020,2020,April,Thursday,Night,Karnali,Dailekh,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,2,3
432,05/24/2022,2022,May,Tuesday,Evening,Madhesh,Dhanusha,Highway,Motorcycle,Clear,Poor Road Condition,Minor,0,1,1
433,03/06/2020,2020,March,Friday,Evening,Koshi,Morang,Urban Road,Motorcycle,Clear,Careless Driving,Serious,0,2,4
434,12/10/2024,2024,December,Tuesday,Early Morning,Bagmati,Lalitpur,Highway,Car,Foggy,Over-speeding,Minor,0,0,4
435,09/14/2023,2023,September,Thursday,Afternoon,Madhesh,Parsa,Highway,Motorcycle,Foggy,Over-speeding,Minor,0,0,4
436,11/21/2021,2021,November,Sunday,Night,Madhesh,Bara,Urban Road,Car,Rainy,Poor Road Condition,Minor,0,1,3
437,09/01/2020,2020,September,Tuesday,Night,Lumbini,Dang,Rural Road,Motorcycle,Rainy,Poor Road Condition,Minor,0,2,4
438,10/14/2020,2020,October,Wednesday,Early Morning,Madhesh,Bara,Urban Road,Motorcycle,Rainy,Over-speeding,Minor,0,2,3
439,11/09/2023,2023,November,Thursday,Afternoon,Sudurpashchim,Kanchanpur,Urban Road,Motorcycle,Foggy,Careless Driving,Minor,0,2,2
440,12/31/2023,2023,December,Sunday,Evening,Madhesh,Bara,Highway,Truck,Clear,Careless Driving,Fatal,5,2,3
441,08/01/2022,2022,August,Monday,Morning,Koshi,Morang,Highway,Motorcycle,Clear,Careless Driving,Fatal,6,3,1
442,01/04/2023,2023,January,Wednesday,Early Morning,Bagmati,Chitwan,Highway,Bus,Rainy,Drunk Driving,Serious,0,6,2
443,04/07/2023,2023,April,Friday,Evening,Gandaki,Syangja,Highway,Motorcycle,Rainy,Poor Road Condition,Serious,0,6,1
444,06/01/2023,2023,June,Thursday,Afternoon,Bagmati,Bhaktapur,Highway,Motorcycle,Rainy,Careless Driving,Minor,0,2,1
445,04/24/2024,2024,April,Wednesday,Afternoon,Karnali,Surkhet,Highway,Car,Rainy,Careless Driving,Fatal,5,1,4
446,04/04/2020,2020,April,Saturday,Morning,Madhesh,Bara,Highway,Bus,Clear,Poor Road Condition,Minor,0,0,3
447,09/29/2023,2023,September,Friday,Afternoon,Karnali,Jajarkot,Highway,Motorcycle,Rainy,Careless Driving,Fatal,3,1,4
448,01/29/2022,2022,January,Saturday,Morning,Bagmati,Lalitpur,Rural Road,Truck,Rainy,Careless Driving,Fatal,3,4,2
449,02/01/2020,2020,February,Saturday,Morning,Bagmati,Kathmandu,Highway,Motorcycle,Clear,Over-speeding,Minor,0,0,4
450,12/07/2020,2020,December,Monday,Evening,Sudurpashchim,Kailali,Urban Road,Motorcycle,Rainy,Mechanical Failure,Minor,0,0,3
451,03/26/2021,2021,March,Friday,Morning,Bagmati,Kathmandu,Rural Road,Bus,Clear,Careless Driving,Minor,0,2,1
452,02/01/2021,2021,February,Monday,Evening,Bagmati,Bhaktapur,Highway,Bus,Clear,Drunk Driving,Minor,0,1,2
453,09/04/2020,2020,September,Friday,Evening,Madhesh,Bara,Urban Road,Truck,Clear,Mechanical Failure,Minor,0,2,3
454,04/25/2021,2021,April,Sunday,Morning,Karnali,Jajarkot,Highway,Motorcycle,Clear,Over-speeding,Minor,0,1,4
455,04/11/2021,2021,April,Sunday,Night,Gandaki,Kaski,Highway,Motorcycle,Clear,Drunk Driving,Minor,0,2,3
456,04/10/2022,2022,April,Sunday,Afternoon,Karnali,Surkhet,Highway,Motorcycle,Clear,Poor Road Condition,Fatal,1,2,2
457,03/23/2022,2022,March,Wednesday,Afternoon,Lumbini,Banke,Urban Road,Truck,Clear,Drunk Driving,Minor,0,2,3
458,01/16/2020,2020,January,Thursday,Afternoon,Karnali,Dailekh,Urban Road,Motorcycle,Clear,Careless Driving,Minor,0,1,4
459,11/29/2023,2023,November,Wednesday,Evening,Karnali,Surkhet,Urban Road,Motorcycle,Clear,Careless Driving,Fatal,2,2,2
460,07/13/2021,2021,July,Tuesday,Afternoon,Karnali,Jajarkot,Urban Road,Motorcycle,Clear,Over-speeding,Fatal,6,2,4
461,08/05/2022,2022,August,Friday,Early Morning,Lumbini,Banke,Urban Road,Jeep,Rainy,Careless Driving,Minor,0,1,4
462,07/28/2020,2020,July,Tuesday,Early Morning,Sudurpashchim,Kanchanpur,Urban Road,Car,Rainy,Drunk Driving,Minor,0,0,2
463,09/17/2022,2022,September,Saturday,Early Morning,Bagmati,Chitwan,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,0,4
464,10/17/2022,2022,October,Monday,Early Morning,Sudurpashchim,Kailali,Urban Road,Motorcycle,Clear,Mechanical Failure,Minor,0,2,2
465,10/19/2020,2020,October,Monday,Night,Bagmati,Lalitpur,Rural Road,Motorcycle,Clear,Poor Road Condition,Fatal,1,3,3
466,10/12/2020,2020,October,Monday,Evening,Karnali,Surkhet,Rural Road,Motorcycle,Clear,Drunk Driving,Minor,0,0,3
467,02/28/2024,2024,February,Wednesday,Evening,Koshi,Sunsari,Rural Road,Motorcycle,Clear,Over-speeding,Minor,0,1,1
468,09/17/2023,2023,September,Sunday,Morning,Gandaki,Syangja,Urban Road,Motorcycle,Rainy,Over-speeding,Fatal,1,3,1
469,07/09/2020,2020,July,Thursday,Early Morning,Madhesh,Bara,Rural Road,Motorcycle,Clear,Over-speeding,Minor,0,1,1
470,04/06/2024,2024,April,Saturday,Afternoon,Bagmati,Lalitpur,Urban Road,Car,Foggy,Drunk Driving,Minor,0,1,4
471,06/02/2024,2024,June,Sunday,Night,Karnali,Surkhet,Urban Road,Car,Clear,Over-speeding,Serious,0,2,1
472,07/28/2022,2022,July,Thursday,Evening,Bagmati,Bhaktapur,Urban Road,Jeep,Clear,Careless Driving,Minor,0,1,1
473,05/23/2020,2020,May,Saturday,Morning,Gandaki,Tanahun,Highway,Truck,Clear,Careless Driving,Minor,0,2,2
474,05/12/2023,2023,May,Friday,Evening,Gandaki,Tanahun,Highway,Bus,Clear,Over-speeding,Minor,0,2,3
475,07/07/2021,2021,July,Wednesday,Night,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,2,4
476,08/03/2023,2023,August,Thursday,Morning,Koshi,Jhapa,Urban Road,Car,Rainy,Over-speeding,Minor,0,0,4
477,05/02/2023,2023,May,Tuesday,Night,Karnali,Surkhet,Urban Road,Truck,Clear,Over-speeding,Minor,0,2,1
478,03/08/2022,2022,March,Tuesday,Early Morning,Lumbini,Dang,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,1,4
479,12/26/2021,2021,December,Sunday,Afternoon,Karnali,Jajarkot,Urban Road,Motorcycle,Rainy,Drunk Driving,Serious,0,4,4
480,08/01/2024,2024,August,Thursday,Early Morning,Karnali,Jajarkot,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,1,2
481,12/15/2020,2020,December,Tuesday,Morning,Madhesh,Parsa,Rural Road,Motorcycle,Clear,Poor Road Condition,Minor,0,2,2
482,06/14/2023,2023,June,Wednesday,Early Morning,Koshi,Jhapa,Urban Road,Motorcycle,Clear,Over-speeding,Serious,0,5,1
483,08/05/2021,2021,August,Thursday,Early Morning,Koshi,Sunsari,Urban Road,Car,Clear,Over-speeding,Minor,0,2,4
484,03/14/2023,2023,March,Tuesday,Morning,Sudurpashchim,Kanchanpur,Urban Road,Bus,Clear,Over-speeding,Minor,0,0,3
485,01/19/2021,2021,January,Tuesday,Night,Lumbini,Banke,Highway,Truck,Clear,Mechanical Failure,Minor,0,0,1
486,06/02/2021,2021,June,Wednesday,Early Morning,Koshi,Jhapa,Highway,Car,Clear,Mechanical Failure,Minor,0,2,4
487,08/28/2024,2024,August,Wednesday,Afternoon,Karnali,Jajarkot,Highway,Car,Foggy,Poor Road Condition,Fatal,3,1,4
488,03/01/2021,2021,March,Monday,Morning,Madhesh,Dhanusha,Highway,Motorcycle,Clear,Over-speeding,Minor,0,2,1
489,04/01/2023,2023,April,Saturday,Early Morning,Madhesh,Dhanusha,Urban Road,Motorcycle,Clear,Careless Driving,Serious,0,6,4
490,06/20/2022,2022,June,Monday,Night,Bagmati,Chitwan,Rural Road,Truck,Clear,Careless Driving,Minor,0,1,2
491,07/07/2021,2021,July,Wednesday,Evening,Gandaki,Tanahun,Highway,Motorcycle,Clear,Poor Road Condition,Minor,0,1,1
492,03/21/2022,2022,March,Monday,Early Morning,Lumbini,Dang,Highway,Truck,Clear,Drunk Driving,Serious,0,6,4
493,06/24/2024,2024,June,Monday,Early Morning,Bagmati,Makwanpur,Highway,Jeep,Foggy,Drunk Driving,Minor,0,1,2
494,02/15/2023,2023,February,Wednesday,Evening,Sudurpashchim,Kailali,Highway,Motorcycle,Rainy,Drunk Driving,Minor,0,0,4
495,11/10/2024,2024,November,Sunday,Evening,Koshi,Morang,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,1,1
496,07/21/2021,2021,July,Wednesday,Night,Gandaki,Syangja,Highway,Motorcycle,Clear,Over-speeding,Serious,0,6,4
497,10/20/2024,2024,October,Sunday,Morning,Koshi,Morang,Urban Road,Motorcycle,Clear,Careless Driving,Minor,0,2,3
498,12/02/2022,2022,December,Friday,Night,Bagmati,Chitwan,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,1,4
499,06/12/2023,2023,June,Monday,Night,Gandaki,Kaski,Highway,Motorcycle,Clear,Over-speeding,Minor,0,0,1
500,03/18/2024,2024,March,Monday,Evening,Bagmati,Chitwan,Urban Road,Motorcycle,Foggy,Over-speeding,Minor,0,0,4
501,10/08/2024,2024,October,Tuesday,Afternoon,Karnali,Dailekh,Highway,Car,Rainy,Poor Road Condition,Minor,0,0,3
502,05/10/2022,2022,May,Tuesday,Morning,Bagmati,Bhaktapur,Urban Road,Motorcycle,Clear,Drunk Driving,Fatal,6,2,3
503,07/19/2023,2023,July,Wednesday,Morning,Lumbini,Rupandehi,Highway,Motorcycle,Clear,Careless Driving,Serious,0,2,4
504,10/21/2021,2021,October,Thursday,Early Morning,Karnali,Dailekh,Highway,Motorcycle,Rainy,Careless Driving,Minor,0,1,3
505,12/26/2020,2020,December,Saturday,Early Morning,Gandaki,Tanahun,Highway,Bus,Rainy,Over-speeding,Minor,0,0,1
506,05/21/2020,2020,May,Thursday,Night,Sudurpashchim,Dadeldhura,Urban Road,Bus,Clear,Over-speeding,Minor,0,0,3
507,02/15/2023,2023,February,Wednesday,Morning,Lumbini,Dang,Highway,Truck,Rainy,Careless Driving,Minor,0,1,3
508,10/16/2021,2021,October,Saturday,Afternoon,Lumbini,Dang,Urban Road,Motorcycle,Rainy,Careless Driving,Minor,0,1,3
509,11/23/2022,2022,November,Wednesday,Night,Madhesh,Parsa,Urban Road,Motorcycle,Foggy,Drunk Driving,Serious,0,2,4
510,11/21/2021,2021,November,Sunday,Evening,Gandaki,Tanahun,Urban Road,Motorcycle,Rainy,Over-speeding,Minor,0,1,3
511,11/05/2024,2024,November,Tuesday,Afternoon,Koshi,Jhapa,Urban Road,Truck,Clear,Over-speeding,Serious,0,6,4
512,02/22/2021,2021,February,Monday,Evening,Gandaki,Tanahun,Rural Road,Car,Clear,Careless Driving,Minor,0,1,1
513,08/31/2024,2024,August,Saturday,Evening,Sudurpashchim,Kanchanpur,Highway,Motorcycle,Rainy,Poor Road Condition,Minor,0,0,2
514,06/02/2020,2020,June,Tuesday,Night,Gandaki,Syangja,Highway,Car,Foggy,Careless Driving,Minor,0,1,1
515,02/15/2024,2024,February,Thursday,Night,Bagmati,Lalitpur,Highway,Motorcycle,Rainy,Careless Driving,Minor,0,0,1
516,11/15/2022,2022,November,Tuesday,Early Morning,Koshi,Morang,Rural Road,Motorcycle,Rainy,Poor Road Condition,Fatal,1,2,4
517,03/14/2024,2024,March,Thursday,Morning,Koshi,Jhapa,Rural Road,Motorcycle,Foggy,Over-speeding,Minor,0,1,2
518,08/10/2022,2022,August,Wednesday,Evening,Madhesh,Bara,Urban Road,Truck,Clear,Drunk Driving,Serious,0,5,1
519,12/10/2023,2023,December,Sunday,Afternoon,Koshi,Sunsari,Rural Road,Motorcycle,Clear,Careless Driving,Serious,0,3,2
520,06/07/2023,2023,June,Wednesday,Early Morning,Sudurpashchim,Kailali,Urban Road,Motorcycle,Rainy,Careless Driving,Fatal,6,2,2
521,02/01/2022,2022,February,Tuesday,Early Morning,Madhesh,Dhanusha,Highway,Motorcycle,Clear,Over-speeding,Minor,0,2,3
522,05/23/2022,2022,May,Monday,Early Morning,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Rainy,Mechanical Failure,Minor,0,2,3
523,10/14/2023,2023,October,Saturday,Evening,Koshi,Jhapa,Highway,Motorcycle,Clear,Careless Driving,Serious,0,5,1
524,05/03/2020,2020,May,Sunday,Afternoon,Madhesh,Dhanusha,Highway,Car,Clear,Drunk Driving,Serious,0,6,3
525,09/25/2024,2024,September,Wednesday,Night,Karnali,Dailekh,Urban Road,Motorcycle,Rainy,Poor Road Condition,Minor,0,0,4
526,10/13/2020,2020,October,Tuesday,Evening,Lumbini,Dang,Urban Road,Car,Clear,Over-speeding,Fatal,5,1,1
527,06/02/2022,2022,June,Thursday,Evening,Karnali,Dailekh,Urban Road,Motorcycle,Clear,Careless Driving,Minor,0,0,1
528,12/17/2023,2023,December,Sunday,Afternoon,Madhesh,Bara,Urban Road,Motorcycle,Rainy,Over-speeding,Serious,0,6,4
529,09/09/2024,2024,September,Monday,Early Morning,Karnali,Surkhet,Highway,Bus,Clear,Mechanical Failure,Fatal,4,3,3
530,02/25/2023,2023,February,Saturday,Morning,Gandaki,Tanahun,Urban Road,Truck,Clear,Poor Road Condition,Serious,0,6,2
531,10/12/2021,2021,October,Tuesday,Night,Madhesh,Dhanusha,Urban Road,Truck,Foggy,Careless Driving,Minor,0,2,4
532,12/07/2020,2020,December,Monday,Evening,Lumbini,Rupandehi,Highway,Motorcycle,Clear,Drunk Driving,Minor,0,2,2
533,12/03/2022,2022,December,Saturday,Night,Bagmati,Bhaktapur,Highway,Motorcycle,Foggy,Over-speeding,Minor,0,1,4
534,05/22/2022,2022,May,Sunday,Night,Koshi,Sunsari,Urban Road,Motorcycle,Rainy,Poor Road Condition,Minor,0,1,4
535,12/15/2021,2021,December,Wednesday,Early Morning,Sudurpashchim,Dadeldhura,Highway,Jeep,Clear,Careless Driving,Minor,0,2,2
536,06/07/2022,2022,June,Tuesday,Early Morning,Lumbini,Rupandehi,Highway,Motorcycle,Clear,Over-speeding,Serious,0,3,2
537,02/01/2022,2022,February,Tuesday,Early Morning,Karnali,Jajarkot,Urban Road,Motorcycle,Rainy,Over-speeding,Serious,0,2,1
538,07/26/2023,2023,July,Wednesday,Afternoon,Madhesh,Dhanusha,Urban Road,Bus,Clear,Mechanical Failure,Minor,0,0,4
539,06/16/2022,2022,June,Thursday,Night,Bagmati,Bhaktapur,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,2,4
540,10/22/2023,2023,October,Sunday,Morning,Koshi,Sunsari,Rural Road,Motorcycle,Clear,Careless Driving,Minor,0,2,4
541,04/20/2023,2023,April,Thursday,Morning,Karnali,Jajarkot,Highway,Bus,Clear,Over-speeding,Fatal,5,1,1
542,08/14/2023,2023,August,Monday,Morning,Bagmati,Kathmandu,Highway,Motorcycle,Clear,Drunk Driving,Minor,0,2,4
543,09/21/2022,2022,September,Wednesday,Afternoon,Karnali,Dailekh,Rural Road,Truck,Clear,Over-speeding,Minor,0,1,3
544,05/17/2023,2023,May,Wednesday,Morning,Lumbini,Banke,Highway,Bus,Clear,Drunk Driving,Minor,0,2,3
545,10/31/2023,2023,October,Tuesday,Afternoon,Madhesh,Dhanusha,Urban Road,Jeep,Clear,Careless Driving,Minor,0,1,4
546,03/15/2024,2024,March,Friday,Morning,Koshi,Morang,Highway,Motorcycle,Clear,Poor Road Condition,Fatal,6,1,4
547,12/31/2020,2020,December,Thursday,Early Morning,Sudurpashchim,Kailali,Urban Road,Car,Clear,Careless Driving,Minor,0,0,1
548,05/12/2023,2023,May,Friday,Morning,Koshi,Sunsari,Highway,Motorcycle,Clear,Over-speeding,Fatal,1,2,3
549,07/16/2024,2024,July,Tuesday,Night,Sudurpashchim,Dadeldhura,Urban Road,Motorcycle,Rainy,Over-speeding,Serious,0,3,2
550,06/20/2020,2020,June,Saturday,Night,Lumbini,Dang,Highway,Motorcycle,Clear,Poor Road Condition,Minor,0,2,2
551,01/29/2024,2024,January,Monday,Morning,Bagmati,Chitwan,Highway,Truck,Foggy,Careless Driving,Minor,0,2,3
552,08/02/2024,2024,August,Friday,Afternoon,Gandaki,Kaski,Highway,Car,Rainy,Over-speeding,Minor,0,0,1
553,10/14/2023,2023,October,Saturday,Early Morning,Lumbini,Rupandehi,Urban Road,Jeep,Rainy,Over-speeding,Serious,0,4,3
554,03/13/2021,2021,March,Saturday,Evening,Gandaki,Syangja,Urban Road,Motorcycle,Rainy,Over-speeding,Minor,0,0,3
555,12/07/2024,2024,December,Saturday,Night,Gandaki,Syangja,Highway,Bus,Clear,Careless Driving,Fatal,5,1,2
556,05/19/2023,2023,May,Friday,Night,Koshi,Sunsari,Urban Road,Car,Clear,Over-speeding,Minor,0,2,1
557,03/04/2021,2021,March,Thursday,Evening,Bagmati,Lalitpur,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,1,3
558,12/12/2024,2024,December,Thursday,Night,Sudurpashchim,Kailali,Urban Road,Bus,Clear,Mechanical Failure,Minor,0,2,3
559,07/02/2021,2021,July,Friday,Afternoon,Gandaki,Kaski,Urban Road,Car,Clear,Mechanical Failure,Fatal,3,1,1
560,01/09/2023,2023,January,Monday,Evening,Koshi,Sunsari,Highway,Motorcycle,Rainy,Drunk Driving,Minor,0,2,1
561,03/17/2024,2024,March,Sunday,Afternoon,Karnali,Surkhet,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,0,2
562,09/05/2020,2020,September,Saturday,Morning,Gandaki,Tanahun,Rural Road,Truck,Clear,Over-speeding,Fatal,3,2,3
563,12/20/2024,2024,December,Friday,Early Morning,Karnali,Dailekh,Urban Road,Jeep,Rainy,Drunk Driving,Serious,0,5,4
564,12/08/2022,2022,December,Thursday,Night,Sudurpashchim,Dadeldhura,Urban Road,Motorcycle,Clear,Careless Driving,Minor,0,0,2
565,07/10/2023,2023,July,Monday,Early Morning,Karnali,Dailekh,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,0,3
566,06/05/2022,2022,June,Sunday,Early Morning,Koshi,Morang,Urban Road,Car,Clear,Drunk Driving,Minor,0,0,2
567,12/16/2021,2021,December,Thursday,Early Morning,Lumbini,Banke,Highway,Motorcycle,Clear,Careless Driving,Fatal,4,3,2
568,08/22/2022,2022,August,Monday,Early Morning,Sudurpashchim,Kailali,Highway,Motorcycle,Clear,Drunk Driving,Fatal,4,1,4
569,04/17/2024,2024,April,Wednesday,Early Morning,Madhesh,Dhanusha,Highway,Truck,Clear,Over-speeding,Fatal,3,4,1
570,01/05/2024,2024,January,Friday,Morning,Karnali,Surkhet,Highway,Motorcycle,Clear,Over-speeding,Minor,0,1,1
571,08/15/2023,2023,August,Tuesday,Morning,Bagmati,Lalitpur,Rural Road,Motorcycle,Clear,Careless Driving,Minor,0,1,4
572,05/02/2020,2020,May,Saturday,Night,Madhesh,Dhanusha,Highway,Motorcycle,Clear,Over-speeding,Minor,0,2,1
573,01/18/2023,2023,January,Wednesday,Morning,Koshi,Jhapa,Highway,Car,Clear,Poor Road Condition,Minor,0,1,2
574,12/18/2024,2024,December,Wednesday,Afternoon,Madhesh,Dhanusha,Highway,Motorcycle,Clear,Over-speeding,Serious,0,2,4
575,02/26/2021,2021,February,Friday,Early Morning,Lumbini,Rupandehi,Urban Road,Car,Rainy,Mechanical Failure,Fatal,2,2,4
576,01/04/2021,2021,January,Monday,Early Morning,Sudurpashchim,Kailali,Urban Road,Car,Clear,Over-speeding,Minor,0,2,2
577,08/05/2020,2020,August,Wednesday,Early Morning,Bagmati,Kathmandu,Urban Road,Motorcycle,Foggy,Careless Driving,Serious,0,2,1
578,08/24/2021,2021,August,Tuesday,Early Morning,Karnali,Surkhet,Highway,Motorcycle,Clear,Poor Road Condition,Minor,0,0,4
579,10/11/2024,2024,October,Friday,Afternoon,Madhesh,Bara,Rural Road,Motorcycle,Rainy,Drunk Driving,Minor,0,0,3
580,11/27/2022,2022,November,Sunday,Night,Koshi,Jhapa,Highway,Motorcycle,Clear,Over-speeding,Minor,0,2,2
581,06/01/2024,2024,June,Saturday,Early Morning,Lumbini,Dang,Urban Road,Motorcycle,Rainy,Over-speeding,Serious,0,4,4
582,12/07/2023,2023,December,Thursday,Early Morning,Lumbini,Rupandehi,Highway,Truck,Rainy,Drunk Driving,Minor,0,0,4
583,10/25/2020,2020,October,Sunday,Afternoon,Lumbini,Banke,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,1,1
584,05/02/2024,2024,May,Thursday,Morning,Karnali,Surkhet,Rural Road,Motorcycle,Rainy,Careless Driving,Minor,0,0,1
585,12/18/2021,2021,December,Saturday,Morning,Lumbini,Banke,Highway,Car,Rainy,Over-speeding,Serious,0,2,2
586,02/05/2023,2023,February,Sunday,Evening,Koshi,Jhapa,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,2,3
587,03/04/2021,2021,March,Thursday,Early Morning,Madhesh,Bara,Rural Road,Truck,Clear,Careless Driving,Serious,0,6,3
588,05/25/2020,2020,May,Monday,Night,Madhesh,Dhanusha,Rural Road,Jeep,Clear,Poor Road Condition,Minor,0,2,1
589,12/10/2023,2023,December,Sunday,Evening,Lumbini,Rupandehi,Rural Road,Motorcycle,Clear,Drunk Driving,Serious,0,3,4
590,03/31/2022,2022,March,Thursday,Afternoon,Karnali,Surkhet,Highway,Motorcycle,Clear,Over-speeding,Minor,0,1,3
591,05/27/2024,2024,May,Monday,Early Morning,Sudurpashchim,Kanchanpur,Highway,Motorcycle,Clear,Over-speeding,Serious,0,5,3
592,03/26/2020,2020,March,Thursday,Night,Gandaki,Syangja,Urban Road,Bus,Clear,Careless Driving,Minor,0,1,4
593,10/10/2020,2020,October,Saturday,Afternoon,Bagmati,Lalitpur,Urban Road,Motorcycle,Rainy,Careless Driving,Serious,0,3,3
594,04/21/2021,2021,April,Wednesday,Early Morning,Sudurpashchim,Kailali,Highway,Jeep,Clear,Mechanical Failure,Minor,0,1,1
595,01/31/2020,2020,January,Friday,Night,Lumbini,Rupandehi,Highway,Bus,Rainy,Over-speeding,Minor,0,1,2
596,02/20/2023,2023,February,Monday,Morning,Gandaki,Tanahun,Highway,Motorcycle,Clear,Poor Road Condition,Fatal,2,3,4
597,11/24/2021,2021,November,Wednesday,Night,Lumbini,Rupandehi,Rural Road,Motorcycle,Clear,Over-speeding,Minor,0,0,4
598,06/21/2024,2024,June,Friday,Evening,Madhesh,Dhanusha,Urban Road,Car,Rainy,Over-speeding,Minor,0,2,4
599,06/04/2020,2020,June,Thursday,Afternoon,Lumbini,Rupandehi,Highway,Bus,Clear,Mechanical Failure,Minor,0,2,2
600,03/23/2023,2023,March,Thursday,Morning,Lumbini,Banke,Urban Road,Truck,Foggy,Poor Road Condition,Minor,0,2,4
601,03/24/2021,2021,March,Wednesday,Morning,Gandaki,Syangja,Highway,Car,Foggy,Drunk Driving,Minor,0,1,2
602,03/10/2024,2024,March,Sunday,Evening,Bagmati,Chitwan,Highway,Motorcycle,Clear,Over-speeding,Minor,0,1,3
603,05/12/2021,2021,May,Wednesday,Morning,Karnali,Surkhet,Urban Road,Truck,Rainy,Drunk Driving,Minor,0,1,4
604,01/04/2023,2023,January,Wednesday,Early Morning,Koshi,Morang,Urban Road,Motorcycle,Rainy,Over-speeding,Minor,0,2,3
605,11/13/2020,2020,November,Friday,Afternoon,Koshi,Morang,Rural Road,Motorcycle,Clear,Drunk Driving,Serious,0,2,3
606,06/17/2022,2022,June,Friday,Evening,Karnali,Dailekh,Urban Road,Car,Foggy,Poor Road Condition,Minor,0,1,2
